school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,part_time_job
GP,F,16,U,GT3,A,2,1,other,other,other,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,5,3,4,1,1,2,8,8,9,10,no
GP,F,21,U,LE3,T,3,1,teacher,services,reputation,other,3,3,3,no,no,yes,yes,no,yes,yes,yes,3,2,1,4,4,2,13,14,16,12,no
GP,F,15,U,LE3,T,0,1,services,other,reputation,mother,1,1,0,yes,yes,yes,no,yes,no,no,no,3,5,2,5,1,4,11,4,2,0,no
MS,F,22,U,GT3,T,0,0,at_home,health,course,mother,1,1,1,no,yes,yes,yes,yes,no,yes,no,1,2,3,4,1,1,26,6,9,10,no
MS,M,15,U,LE3,A,4,4,health,teacher,reputation,mother,3,3,0,no,no,yes,yes,yes,no,yes,no,2,1,5,2,4,1,9,4,8,4,yes
MS,M,18,U,GT3,T,0,4,other,services,other,mother,2,2,0,no,no,yes,yes,yes,yes,yes,no,4,2,2,1,4,1,4,14,11,10,yes
MS,F,19,U,GT3,T,4,4,services,other,reputation,father,2,2,0,no,yes,no,yes,yes,no,no,no,4,5,2,4,5,3,5,9,5,8,no
MS,M,17,U,LE3,A,1,4,teacher,other,course,other,4,3,0,yes,no,yes,no,yes,yes,no,yes,5,1,2,2,3,1,26,19,19,15,yes
GP,F,15,U,GT3,A,2,4,teacher,health,reputation,father,4,4,1,yes,no,yes,no,no,no,no,no,2,5,2,3,3,3,27,8,12,13,yes
GP,F,21,R,GT3,A,0,1,teacher,teacher,home,mother,4,1,0,no,yes,yes,yes,no,yes,no,no,2,5,2,1,4,2,26,19,18,16,yes
GP,F,16,R,LE3,A,3,1,at_home,teacher,reputation,mother,4,4,1,yes,no,yes,no,no,yes,yes,yes,1,4,5,4,5,4,2,16,13,9,yes
GP,F,18,U,GT3,A,4,4,at_home,teacher,course,mother,2,2,0,yes,no,no,no,yes,yes,no,no,4,3,4,1,1,3,6,5,6,6,no
GP,F,17,R,LE3,T,2,2,services,services,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,3,3,2,2,2,3,3,11,11,11,yes
MS,M,15,U,GT3,T,2,3,services,at_home,course,other,1,4,0,no,yes,no,yes,yes,yes,no,no,3,4,1,5,1,5,10,11,0,17,no
GP,F,15,U,GT3,T,1,1,other,other,home,father,1,2,0,no,yes,no,yes,no,yes,yes,no,4,3,2,2,3,4,2,9,10,10,no
MS,F,16,U,GT3,A,4,4,teacher,health,course,other,1,2,3,yes,yes,no,yes,yes,no,no,yes,2,1,5,5,1,5,28,19,19,15,no
MS,F,20,R,LE3,T,0,4,health,other,home,other,1,4,0,yes,yes,yes,yes,no,no,yes,no,2,2,2,1,4,5,5,7,10,0,no
GP,M,17,R,LE3,A,1,4,other,at_home,reputation,father,4,4,3,yes,yes,no,yes,no,yes,no,no,3,3,4,5,2,3,0,9,8,9,yes
GP,F,20,R,GT3,T,4,2,other,at_home,reputation,mother,3,4,0,no,no,yes,no,no,no,yes,yes,2,5,5,4,2,3,21,14,16,19,yes
GP,M,20,U,LE3,A,1,2,health,services,course,other,2,1,1,no,no,no,no,yes,no,yes,no,3,5,2,4,1,2,7,9,8,8,yes
MS,F,15,U,GT3,A,2,3,services,at_home,reputation,father,2,2,1,no,no,no,no,no,yes,no,no,1,3,2,2,2,5,26,10,12,15,no
MS,F,22,U,LE3,T,3,4,other,at_home,other,mother,3,4,1,yes,yes,no,no,no,yes,yes,no,2,1,2,4,5,5,10,16,13,7,yes
MS,M,15,U,LE3,T,4,2,teacher,services,reputation,father,2,3,0,yes,no,no,no,no,yes,no,no,5,5,1,3,1,4,25,12,12,8,yes
GP,F,20,U,GT3,A,1,0,health,other,home,mother,4,3,0,yes,no,yes,yes,no,no,no,yes,3,1,2,5,4,1,23,15,12,9,no
GP,F,19,U,GT3,T,0,0,services,services,other,mother,1,3,0,no,yes,yes,yes,no,no,yes,yes,5,3,1,3,3,3,8,16,18,19,no
GP,M,16,R,LE3,T,3,3,teacher,other,home,father,3,1,0,no,yes,yes,yes,yes,yes,yes,no,3,3,4,3,5,3,8,9,9,10,yes
MS,M,19,U,LE3,T,4,3,services,other,reputation,mother,1,3,0,yes,yes,no,no,yes,no,yes,yes,3,5,3,2,4,4,22,5,1,0,no
GP,F,19,R,LE3,T,4,3,other,services,other,other,4,1,3,no,no,yes,yes,yes,yes,no,no,2,1,3,2,5,4,25,16,19,19,no
MS,M,17,R,GT3,T,1,0,teacher,teacher,home,other,2,3,0,no,yes,no,yes,no,no,no,no,3,2,1,4,3,1,24,8,5,9,yes
GP,F,16,U,GT3,T,3,4,teacher,other,home,other,4,3,0,yes,no,no,yes,no,no,yes,no,2,1,5,5,1,2,12,10,8,12,no
MS,M,18,R,LE3,T,4,2,services,health,other,mother,3,1,0,yes,no,yes,no,no,no,no,yes,5,3,5,2,1,2,3,17,20,17,yes
GP,F,18,U,GT3,T,0,1,at_home,at_home,other,other,2,4,0,no,yes,yes,yes,no,yes,yes,no,2,1,2,1,3,2,22,15,19,20,yes
MS,F,21,R,LE3,T,0,3,teacher,health,course,mother,1,4,0,no,yes,yes,no,yes,yes,no,no,1,2,4,3,3,1,29,12,11,13,no
MS,M,19,U,GT3,A,3,1,at_home,services,course,mother,3,2,0,no,yes,yes,yes,yes,no,yes,no,4,1,4,5,1,5,0,5,8,5,yes
GP,M,21,U,GT3,T,1,2,teacher,health,home,father,2,3,1,yes,no,yes,yes,no,no,yes,no,1,2,4,2,1,2,10,9,10,11,no
MS,M,20,U,LE3,A,2,1,teacher,at_home,course,father,3,1,0,yes,yes,no,no,yes,yes,yes,no,4,1,1,2,1,4,4,9,11,7,yes
GP,M,21,U,LE3,A,0,1,teacher,health,other,father,1,4,0,no,no,yes,yes,yes,yes,yes,no,1,5,1,5,3,4,9,14,11,9,yes
GP,M,18,U,GT3,T,0,0,services,other,course,other,2,4,0,no,no,yes,yes,no,no,no,no,1,2,5,2,2,4,2,5,3,2,yes
GP,M,22,U,GT3,A,4,1,at_home,health,course,father,4,2,0,yes,yes,yes,no,no,yes,yes,yes,1,1,1,3,4,1,8,5,2,3,yes
GP,F,22,U,GT3,T,1,1,health,teacher,other,father,4,1,2,no,yes,no,yes,yes,yes,no,yes,4,2,2,1,2,5,0,19,19,15,no
GP,F,16,R,LE3,T,3,1,other,services,home,father,1,3,0,no,yes,yes,no,yes,yes,yes,no,4,4,4,4,3,5,11,16,16,15,yes
GP,F,15,U,GT3,T,3,3,teacher,other,reputation,mother,2,3,1,yes,yes,no,yes,yes,yes,no,no,3,5,2,1,5,5,10,9,19,12,no
MS,M,16,R,GT3,A,3,3,at_home,health,home,mother,3,3,0,no,yes,no,no,yes,no,yes,no,1,2,2,3,1,4,17,19,16,18,yes
MS,F,17,R,LE3,A,4,1,other,services,other,other,4,4,3,yes,yes,no,no,yes,yes,no,yes,1,5,3,2,2,1,17,10,11,8,yes
GP,F,16,U,GT3,T,3,3,other,other,reputation,mother,3,2,0,yes,yes,no,yes,yes,yes,no,no,5,3,2,1,1,4,4,8,10,10,yes
GP,F,15,U,GT3,T,4,2,services,health,reputation,other,2,3,3,no,no,no,no,no,no,yes,yes,2,3,4,5,4,5,11,6,2,6,yes
MS,F,15,U,LE3,A,1,3,teacher,at_home,course,mother,1,1,0,no,yes,yes,no,yes,no,no,no,2,3,5,4,5,5,28,9,12,13,no
MS,M,18,U,LE3,A,2,2,services,teacher,reputation,mother,2,2,0,yes,yes,no,yes,yes,yes,no,yes,5,3,2,4,5,4,1,10,14,17,no
GP,M,19,U,GT3,A,4,4,at_home,health,course,other,3,2,1,yes,yes,yes,yes,yes,no,no,no,1,1,4,1,2,2,18,15,11,9,no
MS,F,17,R,LE3,A,0,0,at_home,services,home,other,1,2,0,yes,yes,no,no,yes,yes,yes,no,2,2,4,4,2,1,16,19,17,15,yes
GP,F,15,R,LE3,T,1,1,other,teacher,home,father,1,4,2,no,yes,yes,yes,no,no,yes,no,1,4,4,4,3,1,12,12,7,1,yes
GP,M,19,R,LE3,A,2,2,other,health,other,mother,3,2,0,no,yes,yes,no,no,yes,no,no,4,5,3,2,3,3,16,10,6,3,yes
GP,F,19,U,GT3,A,1,3,at_home,teacher,other,father,1,4,0,yes,no,yes,no,yes,yes,no,yes,4,5,3,1,3,1,10,2,14,2,yes
MS,F,20,R,LE3,A,2,1,at_home,at_home,course,other,4,1,2,no,yes,yes,yes,yes,yes,yes,yes,3,4,5,5,4,5,16,17,13,16,no
GP,F,21,U,GT3,A,0,4,at_home,services,home,mother,4,3,0,no,yes,no,no,yes,no,no,yes,2,2,5,2,3,2,10,16,18,14,yes
GP,F,17,U,LE3,A,0,3,at_home,teacher,course,father,2,3,0,no,no,yes,no,yes,no,yes,no,2,1,5,5,5,5,9,5,6,9,no
GP,M,17,U,GT3,A,1,0,health,services,reputation,father,4,4,0,no,yes,yes,no,yes,no,no,no,2,1,5,5,3,4,6,13,11,10,no
MS,M,16,R,LE3,T,4,4,other,other,home,other,2,1,0,yes,yes,yes,yes,no,no,yes,no,5,4,4,5,1,4,26,16,13,13,yes
MS,M,17,R,LE3,A,3,0,services,health,course,other,1,3,1,no,no,yes,no,yes,no,yes,no,2,5,1,4,3,1,20,17,19,17,yes
MS,F,15,U,LE3,T,0,4,teacher,services,reputation,other,4,3,0,yes,no,yes,no,yes,yes,yes,no,2,4,1,1,4,4,10,8,1,19,no
MS,M,19,R,LE3,T,3,1,at_home,services,other,mother,4,1,0,yes,no,yes,yes,no,no,no,no,5,2,2,5,1,2,3,17,17,16,yes
MS,M,16,U,GT3,A,0,3,health,other,reputation,mother,3,3,3,yes,yes,no,yes,yes,yes,yes,no,2,4,4,2,2,1,0,18,14,19,no
GP,F,17,U,LE3,T,4,1,teacher,services,course,other,1,2,0,no,no,no,no,no,yes,no,no,4,1,4,3,5,2,0,5,4,7,yes
MS,F,21,U,LE3,A,2,2,health,other,other,father,3,1,2,yes,yes,yes,yes,yes,yes,yes,yes,5,1,5,4,4,1,2,12,8,5,yes
MS,M,21,R,GT3,T,3,0,other,at_home,course,other,3,2,1,yes,yes,no,yes,yes,no,yes,no,2,4,1,5,5,4,2,1,4,2,no
GP,M,16,U,LE3,T,2,1,at_home,other,course,mother,1,1,1,no,no,no,yes,yes,yes,no,yes,4,4,4,3,5,5,6,12,13,14,no
GP,M,15,U,GT3,T,2,2,services,services,home,father,1,4,0,no,yes,yes,yes,yes,yes,yes,no,5,5,4,1,2,5,6,16,14,15,no
MS,F,19,R,LE3,T,3,0,services,health,reputation,other,2,2,0,no,yes,yes,yes,yes,no,yes,no,2,2,1,4,1,5,29,6,4,5,no
MS,F,22,R,LE3,A,1,3,teacher,services,other,father,1,1,0,yes,no,yes,yes,yes,yes,no,no,3,5,4,3,2,2,3,12,9,11,no
GP,M,15,U,GT3,A,1,3,health,teacher,home,other,3,3,0,no,no,no,no,yes,no,no,no,3,4,3,5,1,3,18,6,9,10,no
MS,M,21,R,LE3,T,1,2,at_home,at_home,reputation,other,1,4,0,yes,yes,yes,yes,yes,yes,yes,no,5,1,2,4,3,3,18,8,6,4,yes
MS,F,19,U,LE3,A,4,1,other,at_home,reputation,mother,3,4,1,yes,no,yes,no,yes,yes,yes,no,3,1,3,1,3,5,10,8,6,14,yes
MS,F,21,U,GT3,A,1,4,teacher,at_home,home,mother,4,1,0,yes,yes,yes,no,no,no,yes,yes,3,5,3,3,5,1,0,6,3,1,yes
GP,M,21,R,LE3,A,3,2,teacher,at_home,other,father,1,3,0,no,no,yes,yes,no,yes,yes,yes,2,4,4,2,3,2,29,9,13,16,no
MS,M,20,U,LE3,A,4,4,teacher,health,other,father,3,1,1,yes,yes,yes,yes,yes,yes,yes,no,5,5,4,1,5,1,5,16,5,6,yes
MS,F,17,R,LE3,A,0,1,at_home,other,home,mother,4,4,0,no,no,no,no,yes,yes,yes,yes,5,1,5,5,3,5,23,15,15,11,no
MS,F,21,R,LE3,A,0,0,services,at_home,course,father,1,2,0,no,no,no,no,yes,no,yes,yes,5,5,3,1,2,1,29,15,16,17,no
GP,M,15,R,LE3,A,1,2,teacher,health,home,mother,1,1,0,yes,yes,no,yes,no,yes,no,no,3,2,2,5,5,2,4,13,11,12,no
GP,M,17,R,GT3,T,2,0,services,teacher,reputation,other,3,3,0,yes,yes,no,yes,yes,yes,no,no,5,4,1,2,4,4,2,16,20,20,no
GP,M,15,U,LE3,T,3,2,teacher,health,home,mother,3,4,0,yes,yes,yes,yes,no,no,no,yes,5,2,3,3,4,3,4,15,19,17,no
GP,F,16,U,GT3,T,3,3,health,health,other,mother,4,3,2,no,no,yes,no,no,no,no,no,5,4,5,5,2,2,13,12,15,16,yes
GP,F,18,U,GT3,T,1,1,other,other,home,mother,2,2,0,yes,no,no,yes,yes,yes,yes,no,5,4,4,1,1,4,4,8,9,10,no
MS,M,17,U,LE3,T,4,4,teacher,services,home,father,1,4,0,yes,yes,no,no,yes,no,no,yes,2,5,2,4,3,3,25,18,18,20,no
GP,F,21,R,GT3,T,4,1,services,other,other,father,1,1,0,no,no,no,no,no,yes,no,yes,2,5,2,2,5,1,20,12,10,6,yes
MS,F,22,R,LE3,T,3,2,teacher,health,home,other,1,4,0,yes,no,yes,no,no,no,no,yes,4,3,2,4,2,2,6,5,5,6,no
GP,F,15,U,LE3,T,4,1,services,at_home,reputation,mother,2,2,0,yes,yes,no,no,yes,yes,yes,no,4,5,5,3,4,1,24,17,13,14,no
GP,M,15,U,GT3,T,4,4,health,health,other,father,1,1,0,no,yes,yes,no,yes,yes,yes,no,5,4,2,1,1,5,0,12,15,15,no
GP,F,19,U,LE3,A,2,2,at_home,other,reputation,mother,1,1,0,yes,yes,yes,yes,no,yes,yes,yes,1,2,1,4,4,4,8,12,13,15,yes
MS,M,20,U,LE3,T,0,4,teacher,at_home,home,other,1,3,0,no,yes,yes,no,no,no,no,no,4,4,3,4,2,1,12,19,16,14,no
MS,M,15,U,LE3,A,3,3,other,health,home,father,4,3,1,yes,no,no,no,no,no,no,yes,3,5,3,3,1,3,10,16,16,1,no
GP,F,16,U,GT3,T,2,3,services,teacher,other,mother,1,2,0,yes,no,no,no,yes,yes,yes,no,2,3,1,1,1,3,2,16,16,17,yes
GP,M,16,R,GT3,T,2,3,at_home,other,reputation,father,3,3,1,yes,yes,yes,no,yes,yes,no,no,2,5,3,3,3,4,4,5,4,2,yes
GP,F,20,R,GT3,A,1,0,at_home,teacher,reputation,other,1,1,0,no,no,yes,no,no,yes,yes,no,2,1,4,3,4,3,12,15,18,20,yes
MS,M,15,U,GT3,A,0,1,teacher,other,home,mother,4,3,2,no,no,yes,no,yes,no,no,no,1,5,1,2,1,2,25,8,10,9,yes
MS,M,20,U,GT3,T,4,1,health,teacher,reputation,other,4,1,0,no,yes,yes,no,no,yes,no,no,5,2,2,4,5,1,28,11,8,8,no
MS,F,18,R,LE3,A,2,2,at_home,health,other,father,3,1,0,yes,yes,no,yes,no,yes,yes,yes,1,2,1,2,1,4,16,18,17,7,no
GP,F,21,U,LE3,A,0,0,health,health,other,mother,3,2,0,no,yes,yes,yes,no,no,no,no,1,5,4,1,4,4,23,16,13,13,yes
GP,M,17,R,LE3,A,2,2,teacher,teacher,course,other,4,3,0,no,no,yes,yes,yes,no,no,yes,4,2,1,2,2,4,28,13,11,9,yes
MS,F,17,U,GT3,T,0,4,services,other,reputation,other,4,2,0,yes,yes,yes,yes,yes,no,yes,yes,3,2,2,5,5,3,5,15,14,17,yes
MS,M,21,R,GT3,A,1,4,services,services,home,other,3,3,0,no,yes,yes,yes,no,yes,no,yes,1,5,1,1,3,1,21,8,12,10,yes
GP,M,22,R,LE3,A,3,0,teacher,teacher,home,other,2,3,0,yes,no,no,no,yes,yes,no,no,3,5,3,1,2,4,5,5,5,3,yes
GP,F,22,R,LE3,T,1,4,at_home,health,course,other,3,1,0,yes,no,no,yes,yes,yes,yes,no,3,1,2,4,4,3,7,11,11,11,yes
GP,M,21,U,LE3,A,4,4,teacher,other,reputation,father,1,3,0,yes,no,yes,yes,no,yes,yes,yes,2,4,5,2,4,5,21,19,20,17,yes
GP,F,19,R,GT3,A,0,0,services,other,other,mother,1,2,0,yes,no,yes,no,no,no,yes,yes,2,5,2,4,3,4,6,5,5,3,no
MS,M,18,R,LE3,T,1,1,at_home,services,course,mother,3,3,0,no,yes,yes,yes,no,yes,no,no,3,1,3,3,2,3,21,10,11,7,yes
GP,M,16,R,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,no,no,yes,yes,yes,yes,yes,no,3,5,5,2,5,4,8,18,18,18,no
MS,M,17,R,GT3,T,2,3,health,teacher,reputation,father,1,1,1,yes,no,yes,no,no,no,yes,yes,2,2,4,4,3,4,25,9,12,9,yes
MS,F,15,U,LE3,T,4,4,services,other,course,father,1,4,2,no,no,yes,no,no,no,no,no,5,3,2,2,3,3,0,13,12,8,yes
GP,M,20,U,GT3,T,3,0,teacher,teacher,course,mother,1,4,0,no,no,no,yes,yes,yes,yes,no,5,3,1,4,4,1,26,18,20,19,no
GP,M,20,U,GT3,T,0,2,other,teacher,course,mother,2,1,1,no,yes,yes,yes,no,no,no,no,1,1,5,2,2,1,15,8,13,0,yes
GP,M,21,U,GT3,A,0,4,teacher,services,course,mother,3,3,0,no,no,yes,yes,yes,yes,no,no,5,5,5,1,2,1,20,8,4,17,no
GP,F,15,U,GT3,T,4,4,teacher,teacher,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,4,3,2,1,1,5,0,16,16,15,yes
MS,F,22,R,LE3,T,3,1,teacher,teacher,course,other,3,3,0,yes,no,yes,yes,no,no,yes,no,4,2,3,1,3,4,17,6,4,3,yes
MS,M,15,R,GT3,A,1,1,teacher,at_home,other,other,1,1,0,yes,yes,no,yes,no,yes,no,no,2,2,2,3,5,1,15,7,8,6,yes
GP,M,16,U,GT3,T,2,3,health,teacher,home,other,1,3,3,no,yes,yes,no,no,yes,yes,no,4,3,2,5,4,5,28,11,10,7,no
GP,F,21,U,GT3,T,4,4,health,services,other,other,1,3,0,no,yes,yes,no,no,no,no,yes,1,2,2,3,3,3,12,10,7,8,no
MS,M,19,U,GT3,A,3,2,services,services,home,father,2,1,0,no,no,yes,yes,yes,yes,yes,yes,1,4,5,3,2,2,28,10,13,12,yes
MS,M,17,U,GT3,T,1,4,teacher,at_home,home,other,2,2,1,no,yes,no,yes,no,no,no,no,2,4,5,1,3,2,23,6,10,9,no
MS,M,18,R,LE3,A,0,4,health,health,home,father,3,3,0,no,yes,no,yes,yes,yes,no,no,5,2,1,1,3,1,22,15,19,20,no
MS,M,19,U,LE3,T,2,0,health,at_home,course,father,4,3,0,yes,yes,yes,yes,yes,yes,no,yes,2,3,4,4,3,5,0,17,20,17,no
GP,F,20,U,GT3,T,0,1,services,health,home,father,3,1,0,yes,no,no,no,no,yes,yes,yes,5,5,1,2,1,2,20,12,16,15,yes
GP,M,17,U,GT3,A,0,1,at_home,at_home,reputation,father,2,4,0,yes,no,yes,yes,no,no,no,yes,3,1,1,1,3,5,20,6,7,10,yes
GP,M,22,R,GT3,A,3,4,at_home,teacher,course,father,3,3,0,yes,yes,yes,no,no,yes,yes,yes,3,1,3,1,4,2,19,13,16,19,no
GP,M,16,U,GT3,T,0,1,health,services,course,mother,2,2,0,yes,no,yes,yes,no,no,yes,yes,5,2,3,3,2,1,7,15,18,18,yes
GP,F,18,R,LE3,T,4,2,teacher,other,reputation,father,3,2,0,yes,no,yes,yes,no,yes,no,yes,2,3,4,1,3,4,15,4,3,6,no
MS,F,22,U,GT3,A,4,3,services,health,reputation,mother,3,2,0,no,no,yes,yes,no,no,yes,no,3,5,1,4,2,2,6,17,13,15,no
MS,F,19,U,LE3,T,1,2,other,teacher,reputation,mother,2,3,0,yes,no,yes,no,yes,yes,no,yes,3,3,5,2,5,2,2,9,7,3,no
GP,F,21,U,GT3,T,2,1,at_home,at_home,home,other,3,1,0,yes,yes,yes,no,yes,no,yes,yes,1,1,1,2,5,1,4,4,8,9,no
MS,M,15,R,LE3,A,1,2,other,health,home,other,1,3,0,no,no,yes,no,yes,no,no,yes,4,4,4,5,5,1,25,12,8,9,yes
GP,F,15,U,LE3,T,1,3,services,services,home,father,2,1,0,yes,no,yes,yes,no,no,yes,yes,2,2,1,3,5,5,12,4,6,4,yes
GP,M,18,U,LE3,A,2,1,at_home,services,reputation,mother,4,4,0,no,no,no,no,yes,no,no,no,3,5,2,3,5,5,6,7,8,12,no
GP,M,17,R,LE3,A,0,4,services,other,home,father,2,2,0,yes,no,no,no,no,no,no,no,2,4,5,1,3,5,13,15,13,9,no
GP,M,17,U,GT3,T,1,3,at_home,services,course,father,1,1,0,no,no,no,no,yes,no,yes,no,5,3,3,1,4,2,2,10,10,10,yes
GP,M,18,R,LE3,T,0,3,other,services,reputation,father,2,1,1,no,no,no,no,no,no,no,yes,1,1,2,3,4,2,12,5,6,9,yes
GP,M,22,R,GT3,T,2,2,services,services,other,mother,4,2,0,yes,no,yes,no,yes,no,no,no,1,4,3,5,5,5,28,8,9,13,no
MS,F,20,R,GT3,T,3,2,teacher,other,reputation,other,4,1,3,no,no,yes,no,no,yes,no,no,1,4,2,4,1,5,12,4,19,18,no
MS,M,19,U,GT3,A,3,2,teacher,teacher,home,other,2,4,1,yes,no,yes,no,yes,no,yes,yes,1,2,2,4,1,1,21,12,15,11,no
GP,F,22,R,GT3,T,3,0,other,health,home,other,3,1,1,no,no,no,yes,no,yes,no,no,4,1,5,3,4,4,8,0,5,20,no
MS,M,21,U,LE3,A,4,0,services,at_home,reputation,other,3,4,0,yes,no,yes,no,yes,no,no,yes,3,5,1,4,5,5,13,6,2,4,no
GP,F,21,U,GT3,A,2,0,other,services,reputation,other,4,4,0,no,no,yes,no,yes,yes,no,yes,2,4,3,2,4,2,5,14,18,20,no
MS,M,17,R,GT3,T,0,2,at_home,teacher,course,father,3,2,1,no,yes,no,yes,yes,no,yes,no,4,5,3,2,4,3,25,12,14,13,yes
GP,F,15,U,GT3,T,0,1,at_home,teacher,reputation,mother,4,3,0,no,yes,yes,no,yes,yes,yes,yes,5,2,5,1,5,4,14,13,13,12,yes
GP,M,18,U,GT3,T,4,2,teacher,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,2,1,4,5,11,12,11,11,yes
MS,F,18,U,GT3,A,1,3,teacher,other,course,mother,2,3,3,no,no,no,no,yes,no,yes,no,3,2,1,5,3,4,2,8,8,6,yes
MS,M,19,U,LE3,A,3,0,teacher,at_home,reputation,other,4,1,3,yes,no,yes,no,no,yes,no,no,1,5,5,3,1,3,11,19,20,18,yes
MS,F,19,R,LE3,A,4,3,teacher,at_home,reputation,father,4,4,0,yes,no,no,no,no,yes,no,no,1,2,1,3,3,4,21,11,9,5,no
GP,F,18,R,GT3,T,4,3,teacher,health,home,father,3,4,2,yes,yes,yes,yes,yes,yes,yes,no,2,5,2,1,5,3,3,0,17,10,no
MS,M,15,R,GT3,T,2,0,services,health,reputation,other,3,4,0,no,yes,no,yes,no,yes,yes,yes,3,4,1,5,3,4,2,8,10,14,no
GP,F,20,R,GT3,A,1,4,services,at_home,reputation,other,1,2,0,yes,yes,yes,no,no,yes,yes,no,3,3,4,4,3,5,22,15,17,16,yes
GP,F,16,U,GT3,T,1,0,health,health,other,father,1,2,0,no,no,no,no,no,yes,no,yes,3,2,4,1,4,4,16,17,16,15,no
MS,M,16,U,GT3,A,1,3,health,other,reputation,father,4,2,1,yes,no,yes,no,no,yes,yes,no,1,4,2,3,1,2,13,12,13,14,yes
MS,F,16,U,LE3,T,0,3,other,teacher,other,father,2,3,3,yes,no,yes,yes,no,no,yes,no,3,5,2,1,4,5,26,4,3,3,no
MS,F,17,U,LE3,A,4,3,teacher,teacher,home,father,2,1,0,yes,no,yes,yes,yes,no,no,yes,4,3,4,2,2,3,8,12,8,11,yes
MS,M,22,R,GT3,T,3,0,teacher,at_home,reputation,mother,2,1,3,no,no,no,yes,yes,no,no,yes,2,2,2,5,1,2,7,9,9,10,no
MS,M,16,R,GT3,T,2,3,health,other,course,mother,3,2,0,yes,yes,no,no,yes,no,no,no,5,4,4,5,4,1,3,3,19,15,no
GP,M,20,R,LE3,T,4,3,at_home,other,home,other,3,4,3,no,no,no,no,yes,no,yes,no,3,1,1,5,1,2,20,12,14,18,no
GP,M,17,U,LE3,A,4,2,health,at_home,home,father,3,3,0,yes,yes,yes,no,yes,no,yes,no,1,5,5,3,1,5,22,9,10,11,yes
GP,M,16,R,GT3,T,0,2,services,services,other,father,4,3,1,yes,yes,yes,yes,no,yes,yes,yes,1,4,4,2,2,2,18,20,4,19,no
MS,M,22,U,LE3,T,4,3,at_home,teacher,home,mother,1,2,3,no,yes,yes,yes,yes,no,no,no,5,2,5,1,5,3,16,16,19,20,no
MS,M,16,U,LE3,A,3,3,teacher,at_home,home,other,3,2,0,no,yes,yes,no,yes,no,no,no,2,1,4,3,5,2,19,13,17,15,yes
MS,F,19,U,GT3,A,0,1,health,at_home,other,father,3,2,0,no,no,no,no,no,yes,yes,no,5,4,5,4,1,5,12,13,12,9,yes
MS,F,17,R,GT3,A,4,4,health,services,course,other,3,2,0,no,yes,yes,no,no,no,yes,yes,3,2,5,3,4,3,29,5,9,10,yes
MS,M,17,U,GT3,T,2,1,teacher,other,reputation,mother,4,3,0,yes,yes,no,yes,yes,no,yes,yes,2,2,1,3,4,3,10,17,17,18,yes
GP,M,21,U,GT3,A,0,2,other,other,other,other,2,2,0,yes,yes,no,no,yes,yes,no,yes,5,1,2,4,1,5,4,5,3,0,no
MS,F,17,U,GT3,A,1,0,services,services,other,mother,4,3,0,yes,yes,yes,yes,yes,no,yes,no,3,3,3,1,4,4,7,11,12,11,no
GP,F,15,U,GT3,T,4,4,services,services,other,mother,2,3,0,yes,yes,yes,no,no,yes,no,yes,1,2,5,5,2,2,16,18,14,17,yes
GP,F,16,R,GT3,A,0,0,teacher,at_home,home,other,3,3,0,no,yes,yes,no,yes,no,no,yes,3,5,4,2,3,1,28,17,20,20,no
GP,F,20,R,GT3,T,2,2,other,teacher,course,mother,4,2,0,no,yes,yes,no,no,yes,yes,no,5,4,1,3,2,2,7,15,19,17,yes
GP,F,22,R,GT3,T,2,1,services,services,course,father,1,3,1,no,yes,yes,yes,no,no,no,no,4,2,4,4,3,3,23,11,7,10,no
GP,F,19,U,LE3,T,2,2,other,health,course,mother,1,1,0,no,yes,no,no,yes,no,no,yes,3,1,1,1,5,3,21,8,9,11,yes
MS,M,19,U,LE3,T,3,1,teacher,services,reputation,father,3,4,0,no,yes,no,yes,yes,no,no,no,1,5,1,5,1,3,25,10,11,8,no
MS,F,19,R,LE3,T,2,3,at_home,at_home,home,mother,4,2,2,no,no,yes,yes,yes,no,no,yes,2,4,4,2,5,3,16,4,9,13,yes
GP,F,16,R,LE3,A,2,3,other,health,reputation,mother,1,3,0,yes,yes,no,yes,no,yes,yes,no,1,2,3,2,3,5,15,8,9,13,yes
GP,F,22,R,LE3,A,0,3,health,at_home,reputation,mother,1,3,0,no,no,no,no,yes,no,yes,yes,5,2,5,4,4,2,8,9,8,12,no
GP,M,22,U,GT3,T,0,2,other,at_home,other,father,3,2,1,no,yes,yes,no,yes,yes,no,no,3,2,5,4,1,3,13,14,10,9,yes
GP,M,22,U,LE3,A,0,3,other,health,course,other,1,2,0,yes,yes,no,yes,no,yes,no,no,1,3,5,3,1,1,4,19,18,19,no
GP,F,15,U,LE3,T,4,4,at_home,at_home,home,mother,4,3,0,yes,no,yes,no,no,yes,no,no,4,1,2,4,1,4,20,4,3,0,no
